id_cliente,genero,casado,event_time,idade_18-29,idade_30-39,idade_40-49,idade_50-59,idade_60-69,idade_70-plus,num_dias_ativo
C727,1,0,2024-11-27T04:57:51.199Z,False,False,False,False,True,False,0.9876712328767123
C728,0,1,2024-11-27T04:57:51.200Z,False,False,True,False,False,False,0.8136986301369862
C729,1,0,2024-11-27T04:57:51.201Z,True,False,False,False,False,False,0.8924657534246574
C730,0,1,2024-11-27T04:57:51.203Z,False,False,True,False,False,False,0.6041095890410959
C731,1,0,2024-11-27T04:57:51.205Z,False,True,False,False,False,False,0.6232876712328765
C732,0,1,2024-11-27T04:57:51.207Z,False,False,False,False,False,True,0.38082191780821906
C733,0,1,2024-11-27T04:57:51.208Z,False,False,True,False,False,False,0.4616438356164383
C734,0,1,2024-11-27T04:57:51.210Z,False,False,False,False,False,True,0.8410958904109589
C735,0,0,2024-11-27T04:57:51.212Z,False,False,False,False,False,True,0.46986301369863015
C736,1,1,2024-11-27T04:57:51.213Z,True,False,False,False,False,False,0.018493150684931514
C737,0,0,2024-11-27T04:57:51.215Z,False,False,False,False,True,False,0.015753424657534154
C738,0,1,2024-11-27T04:57:51.216Z,False,True,False,False,False,False,0.2082191780821916
C739,1,1,2024-11-27T04:57:51.227Z,False,False,False,True,False,False,0.06917808219178068
C740,0,0,2024-11-27T04:57:51.232Z,False,False,False,False,True,False,0.9753424657534246
C741,0,0,2024-11-27T04:57:51.235Z,False,False,False,False,False,True,0.14520547945205475
C742,0,1,2024-11-27T04:57:51.243Z,False,False,False,True,False,False,0.5924657534246573
C743,0,1,2024-11-27T04:57:51.246Z,True,False,False,False,False,False,0.011643835616438336
C744,1,0,2024-11-27T04:57:51.252Z,False,False,False,False,True,False,0.9287671232876713
C745,1,1,2024-11-27T04:57:51.255Z,False,False,True,False,False,False,0.37671232876712324
C746,0,1,2024-11-27T04:57:51.257Z,True,False,False,False,False,False,0.49383561643835616
C747,0,1,2024-11-27T04:57:51.259Z,False,True,False,False,False,False,0.07602739726027385
C748,1,1,2024-11-27T04:57:51.261Z,False,False,False,False,False,True,0.021917808219177992
C749,0,1,2024-11-27T04:57:51.263Z,False,True,False,False,False,False,0.6863013698630136
C750,0,1,2024-11-27T04:57:51.264Z,False,False,False,False,False,True,0.056849315068493
C751,1,0,2024-11-27T04:57:51.266Z,True,False,False,False,False,False,0.88972602739726
C752,0,1,2024-11-27T04:57:51.267Z,False,False,False,False,False,True,0.0767123287671232
C753,1,0,2024-11-27T04:57:51.287Z,False,False,False,False,False,True,0.40273972602739727
C754,1,1,2024-11-27T04:57:51.290Z,False,False,False,False,False,True,0.8520547945205479
C755,1,1,2024-11-27T04:57:51.293Z,False,False,False,False,True,False,0.36780821917808204
C756,1,1,2024-11-27T04:57:51.295Z,False,False,False,False,False,True,0.8958904109589039
C757,0,1,2024-11-27T04:57:51.298Z,True,False,False,False,False,False,0.9808219178082189
C758,1,0,2024-11-27T04:57:51.300Z,False,False,True,False,False,False,0.038356164383561486
C759,1,1,2024-11-27T04:57:51.303Z,False,False,True,False,False,False,0.12671232876712324
C760,1,1,2024-11-27T04:57:51.305Z,False,False,False,False,True,False,0.23835616438356166
C761,0,0,2024-11-27T04:57:51.309Z,False,False,True,False,False,False,0.16369863013698627
C762,0,1,2024-11-27T04:57:51.311Z,False,False,False,True,False,False,0.3116438356164384
C763,1,0,2024-11-27T04:57:51.313Z,False,False,False,False,False,True,0.9157534246575341
C764,0,1,2024-11-27T04:57:51.315Z,False,False,False,False,False,True,0.010958904109588996
C765,1,1,2024-11-27T04:57:51.316Z,False,True,False,False,False,False,0.778767123287671
C766,0,0,2024-11-27T04:57:51.318Z,False,False,False,False,True,False,0.37671232876712324
C767,0,1,2024-11-27T04:57:51.320Z,True,False,False,False,False,False,0.5582191780821917
C768,1,1,2024-11-27T04:57:51.321Z,False,False,False,False,True,False,0.08219178082191769
C769,1,0,2024-11-27T04:57:51.323Z,False,False,False,False,False,True,0.2047945205479451
C770,0,0,2024-11-27T04:57:51.325Z,False,False,False,False,True,False,0.2972602739726027
C771,0,1,2024-11-27T04:57:51.327Z,False,True,False,False,False,False,0.33904109589041087
C772,1,1,2024-11-27T04:57:51.329Z,False,False,True,False,False,False,0.5342465753424657
C773,0,0,2024-11-27T04:57:51.331Z,False,False,True,False,False,False,0.02808219178082183
C774,0,0,2024-11-27T04:57:51.333Z,True,False,False,False,False,False,0.40410958904109573
C775,1,1,2024-11-27T04:57:51.335Z,False,True,False,False,False,False,0.7226027397260273
C776,1,1,2024-11-27T04:57:51.336Z,False,False,False,False,True,False,0.4178082191780821
C777,0,0,2024-11-27T04:57:51.337Z,False,True,False,False,False,False,0.8589041095890408
C778,1,0,2024-11-27T04:57:51.339Z,False,False,True,False,False,False,0.24863013698630132
C779,0,0,2024-11-27T04:57:51.341Z,True,False,False,False,False,False,0.2534246575342465
C780,0,0,2024-11-27T04:57:51.343Z,True,False,False,False,False,False,0.7849315068493148
C781,1,0,2024-11-27T04:57:51.344Z,False,False,False,False,False,True,0.6849315068493149
C782,0,1,2024-11-27T04:57:51.345Z,False,False,False,False,False,True,0.952054794520548
C783,1,0,2024-11-27T04:57:51.347Z,False,False,False,False,False,True,0.4924657534246575
C784,0,0,2024-11-27T04:57:51.348Z,False,False,False,False,False,True,0.26712328767123283
C785,1,1,2024-11-27T04:57:51.350Z,True,False,False,False,False,False,0.09520547945205471
C786,1,0,2024-11-27T04:57:51.351Z,False,False,False,False,False,True,0.8609589041095891
C787,1,0,2024-11-27T04:57:51.352Z,True,False,False,False,False,False,0.22397260273972597
C788,0,1,2024-11-27T04:57:51.354Z,True,False,False,False,False,False,0.05753424657534234
C789,1,1,2024-11-27T04:57:51.355Z,False,False,False,True,False,False,0.7746575342465754
C790,0,1,2024-11-27T04:57:51.357Z,False,False,False,False,False,True,0.22328767123287663
C791,0,0,2024-11-27T04:57:51.358Z,False,False,False,False,True,False,0.37876712328767126
C792,1,1,2024-11-27T04:57:51.360Z,False,False,False,False,True,False,0.9342465753424656
C793,0,1,2024-11-27T04:57:51.362Z,False,False,False,True,False,False,0.6383561643835616
C794,0,1,2024-11-27T04:57:51.363Z,False,False,False,False,True,False,0.8636986301369864
C795,0,1,2024-11-27T04:57:51.365Z,False,False,False,False,True,False,0.14315068493150673
C796,0,1,2024-11-27T04:57:51.367Z,True,False,False,False,False,False,0.4287671232876711
C797,0,0,2024-11-27T04:57:51.370Z,False,False,False,True,False,False,0.5164383561643835
C798,1,0,2024-11-27T04:57:51.371Z,False,False,True,False,False,False,0.6342465753424658
C799,0,0,2024-11-27T04:57:51.373Z,False,True,False,False,False,False,0.3541095890410959
C800,1,0,2024-11-27T04:57:51.375Z,True,False,False,False,False,False,0.6712328767123288
C801,0,1,2024-11-27T04:57:51.376Z,False,False,False,False,False,True,0.8020547945205481
C802,0,0,2024-11-27T04:57:51.378Z,False,False,False,False,True,False,0.8123287671232875
C803,0,0,2024-11-27T04:57:51.380Z,False,False,False,False,False,True,0.8006849315068494
C804,1,1,2024-11-27T04:57:51.381Z,False,False,False,True,False,False,0.17602739726027394
C805,0,0,2024-11-27T04:57:51.383Z,True,False,False,False,False,False,0.7342465753424656
C806,0,1,2024-11-27T04:57:51.385Z,False,False,True,False,False,False,0.41917808219178077
C807,0,1,2024-11-27T04:57:51.386Z,False,False,False,True,False,False,0.7424657534246575
C808,0,0,2024-11-27T04:57:51.388Z,False,False,False,True,False,False,0.5102739726027397
C809,1,1,2024-11-27T04:57:51.390Z,False,False,False,True,False,False,0.3726027397260274
C810,0,1,2024-11-27T04:57:51.392Z,False,True,False,False,False,False,0.17054794520547945
C811,1,0,2024-11-27T04:57:51.394Z,False,False,False,True,False,False,0.18356164383561646
C812,0,0,2024-11-27T04:57:51.395Z,False,False,False,False,False,True,0.24246575342465748
C813,1,0,2024-11-27T04:57:51.398Z,False,False,False,False,True,False,0.2993150684931507
C814,0,1,2024-11-27T04:57:51.399Z,False,False,True,False,False,False,0.3013698630136985
C815,1,1,2024-11-27T04:57:51.401Z,False,False,False,False,False,True,0.7897260273972604
C816,1,0,2024-11-27T04:57:51.402Z,True,False,False,False,False,False,0.3924657534246574
C817,0,1,2024-11-27T04:57:51.404Z,False,False,False,False,False,True,0.88972602739726
C818,0,0,2024-11-27T04:57:51.405Z,False,True,False,False,False,False,0.7815068493150683
C819,0,0,2024-11-27T04:57:51.407Z,False,False,True,False,False,False,0.6938356164383561
C820,0,0,2024-11-27T04:57:51.408Z,False,False,False,True,False,False,0.2972602739726027
C821,0,1,2024-11-27T04:57:51.410Z,False,False,True,False,False,False,0.7835616438356166
C822,1,1,2024-11-27T04:57:51.412Z,False,False,False,False,False,True,0.07328767123287672
C823,1,0,2024-11-27T04:57:51.414Z,False,False,False,False,False,True,0.3527397260273972
C824,1,0,2024-11-27T04:57:51.415Z,False,False,True,False,False,False,0.4657534246575341
C825,1,0,2024-11-27T04:57:51.417Z,False,False,False,True,False,False,0.09863013698630119
C826,1,0,2024-11-27T04:57:51.419Z,False,True,False,False,False,False,0.39315068493150673
C827,0,1,2024-11-27T04:57:51.421Z,False,False,True,False,False,False,0.2972602739726027
C828,1,1,2024-11-27T04:57:51.425Z,False,False,False,False,False,True,0.7287671232876711
C829,1,0,2024-11-27T04:57:51.427Z,False,False,False,False,False,True,0.05410958904109586
C830,0,1,2024-11-27T04:57:51.429Z,False,False,False,True,False,False,0.284931506849315
C831,1,0,2024-11-27T04:57:51.431Z,False,False,False,False,False,True,0.19863013698630128
C832,1,1,2024-11-27T04:57:51.433Z,False,False,False,False,False,True,0.9171232876712327
C833,1,0,2024-11-27T04:57:51.435Z,False,False,False,False,False,True,0.24794520547945198
C834,0,1,2024-11-27T04:57:51.437Z,False,False,False,True,False,False,0.25616438356164384
C835,1,0,2024-11-27T04:57:51.439Z,False,False,False,False,False,True,0.9273972602739726
C836,1,1,2024-11-27T04:57:51.453Z,False,False,False,True,False,False,0.3794520547945204
C837,1,0,2024-11-27T04:57:51.458Z,True,False,False,False,False,False,0.46438356164383543
C838,0,1,2024-11-27T04:57:51.461Z,False,False,False,False,True,False,0.7972602739726025
C839,1,1,2024-11-27T04:57:51.465Z,False,False,False,False,False,True,0.08013698630136967
C840,1,0,2024-11-27T04:57:51.468Z,True,False,False,False,False,False,0.19999999999999996
C841,1,1,2024-11-27T04:57:51.471Z,False,False,False,True,False,False,0.7554794520547945
C842,1,0,2024-11-27T04:57:51.475Z,False,False,False,False,True,False,0.8958904109589039
C843,1,1,2024-11-27T04:57:51.481Z,False,False,False,False,False,True,0.16506849315068495
C844,0,1,2024-11-27T04:57:51.486Z,False,False,False,False,False,True,0.24041095890410946
C845,0,0,2024-11-27T04:57:51.487Z,False,False,False,False,False,True,0.9308219178082191
C846,0,0,2024-11-27T04:57:51.491Z,False,True,False,False,False,False,0.4342465753424656
C847,0,0,2024-11-27T04:57:51.492Z,False,False,True,False,False,False,0.023972602739726012
C848,1,0,2024-11-27T04:57:51.494Z,True,False,False,False,False,False,0.37328767123287654
C849,1,0,2024-11-27T04:57:51.496Z,False,True,False,False,False,False,0.25273972602739714
C850,0,1,2024-11-27T04:57:51.497Z,False,False,False,False,False,True,0.263013698630137
C851,1,0,2024-11-27T04:57:51.499Z,False,False,False,False,False,True,0.30958904109589036
C852,1,1,2024-11-27T04:57:51.500Z,False,False,False,False,False,True,0.556849315068493
C853,0,1,2024-11-27T04:57:51.502Z,False,False,False,True,False,False,0.24589041095890396
C854,1,0,2024-11-27T04:57:51.503Z,False,False,True,False,False,False,0.1150684931506849
C855,1,1,2024-11-27T04:57:51.504Z,False,False,False,True,False,False,0.3856164383561642
C856,0,0,2024-11-27T04:57:51.506Z,False,True,False,False,False,False,0.6952054794520548
C857,1,0,2024-11-27T04:57:51.508Z,False,False,False,False,False,True,0.9705479452054795
C858,1,0,2024-11-27T04:57:51.510Z,False,False,True,False,False,False,0.8958904109589039
C859,1,1,2024-11-27T04:57:51.512Z,False,False,False,False,False,True,0.8404109589041093
C860,0,0,2024-11-27T04:57:51.515Z,True,False,False,False,False,False,0.3835616438356164
C861,1,0,2024-11-27T04:57:51.517Z,False,False,False,False,True,False,0.5047945205479452
C862,1,1,2024-11-27T04:57:51.518Z,False,False,False,False,False,True,0.852739726027397
C863,0,0,2024-11-27T04:57:51.519Z,True,False,False,False,False,False,0.8924657534246574
C864,0,0,2024-11-27T04:57:51.521Z,False,False,False,False,True,False,0.49178082191780814
C865,1,1,2024-11-27T04:57:51.522Z,False,False,False,False,False,True,0.9787671232876711
C866,1,1,2024-11-27T04:57:51.524Z,False,True,False,False,False,False,0.12671232876712324
C867,1,0,2024-11-27T04:57:51.526Z,False,True,False,False,False,False,0.721917808219178
C868,0,0,2024-11-27T04:57:51.528Z,False,False,False,False,True,False,0.02534246575342447
C869,1,0,2024-11-27T04:57:51.530Z,False,True,False,False,False,False,0.27534246575342447
C870,0,1,2024-11-27T04:57:51.532Z,False,True,False,False,False,False,0.19589041095890414
C871,1,1,2024-11-27T04:57:51.533Z,False,False,False,True,False,False,0.8376712328767124
C872,0,0,2024-11-27T04:57:51.535Z,False,False,False,False,False,True,0.7931506849315069
C873,1,1,2024-11-27T04:57:51.538Z,False,True,False,False,False,False,0.34041095890410955
C874,1,1,2024-11-27T04:57:51.540Z,False,True,False,False,False,False,0.545890410958904
C875,1,0,2024-11-27T04:57:51.542Z,False,False,False,False,False,True,0.9219178082191779
C876,1,0,2024-11-27T04:57:51.543Z,False,False,False,True,False,False,0.1643835616438356
C877,0,1,2024-11-27T04:57:51.544Z,False,False,True,False,False,False,0.9335616438356165
C878,1,0,2024-11-27T04:57:51.547Z,False,False,True,False,False,False,0.13424657534246576
C879,0,1,2024-11-27T04:57:51.548Z,False,False,False,True,False,False,0.49041095890410946
C880,0,0,2024-11-27T04:57:51.550Z,False,False,True,False,False,False,0.7493150684931507
C881,1,0,2024-11-27T04:57:51.555Z,True,False,False,False,False,False,0.9143835616438354
C882,1,1,2024-11-27T04:57:51.562Z,False,False,False,True,False,False,0.38972602739726026
C883,1,0,2024-11-27T04:57:51.563Z,False,False,True,False,False,False,0.8171232876712327
C884,1,1,2024-11-27T04:57:51.568Z,False,False,False,False,False,True,0.34178082191780823
C885,1,1,2024-11-27T04:57:51.573Z,True,False,False,False,False,False,0.8863013698630136
C886,1,0,2024-11-27T04:57:51.574Z,False,False,True,False,False,False,0.760958904109589
C887,1,1,2024-11-27T04:57:51.576Z,False,True,False,False,False,False,0.9198630136986301
C888,1,1,2024-11-27T04:57:51.578Z,False,False,False,True,False,False,0.7178082191780821
C889,0,1,2024-11-27T04:57:51.580Z,False,True,False,False,False,False,0.5273972602739725
C890,1,0,2024-11-27T04:57:51.582Z,False,False,False,True,False,False,0.09999999999999987
C891,1,0,2024-11-27T04:57:51.583Z,True,False,False,False,False,False,0.03424657534246567
C892,1,1,2024-11-27T04:57:51.585Z,True,False,False,False,False,False,0.2246575342465753
C893,1,0,2024-11-27T04:57:51.586Z,False,False,True,False,False,False,0.3287671232876712
C894,0,1,2024-11-27T04:57:51.587Z,True,False,False,False,False,False,0.8020547945205481
C895,0,0,2024-11-27T04:57:51.589Z,False,False,False,False,True,False,0.6589041095890411
C896,1,1,2024-11-27T04:57:51.591Z,False,False,True,False,False,False,0.37328767123287654
C897,1,0,2024-11-27T04:57:51.592Z,True,False,False,False,False,False,0.5054794520547945
C898,1,0,2024-11-27T04:57:51.593Z,False,True,False,False,False,False,0.9472602739726028
C899,1,1,2024-11-27T04:57:51.595Z,False,False,False,False,False,True,0.6164383561643836
C900,0,0,2024-11-27T04:57:51.597Z,False,False,False,False,False,True,0.8246575342465752
C901,1,1,2024-11-27T04:57:51.598Z,False,True,False,False,False,False,0.49589041095890396
C902,1,1,2024-11-27T04:57:51.600Z,True,False,False,False,False,False,0.8821917808219175
C903,0,1,2024-11-27T04:57:51.601Z,False,False,False,False,False,True,0.7198630136986301
C904,0,0,2024-11-27T04:57:51.603Z,False,False,False,False,False,True,0.5095890410958903
C905,1,0,2024-11-27T04:57:51.604Z,True,False,False,False,False,False,0.21849315068493147
C906,1,0,2024-11-27T04:57:51.611Z,False,False,True,False,False,False,0.15821917808219177
C907,1,0,2024-11-27T04:57:51.613Z,False,True,False,False,False,False,0.5541095890410959
C908,0,0,2024-11-27T04:57:51.615Z,False,False,False,False,False,True,0.5513698630136985
C909,1,0,2024-11-27T04:57:51.617Z,False,True,False,False,False,False,0.776027397260274
C910,0,1,2024-11-27T04:57:51.619Z,False,False,True,False,False,False,0.3102739726027397
C911,0,0,2024-11-27T04:57:51.621Z,False,False,False,True,False,False,0.4013698630136986
C912,0,1,2024-11-27T04:57:51.622Z,False,True,False,False,False,False,0.963013698630137
C913,0,0,2024-11-27T04:57:51.624Z,False,False,False,False,False,True,0.1808219178082191
C914,0,1,2024-11-27T04:57:51.627Z,False,True,False,False,False,False,0.24863013698630132
C915,1,1,2024-11-27T04:57:51.629Z,False,False,False,False,True,False,0.978082191780822
C916,1,0,2024-11-27T04:57:51.631Z,False,False,False,False,True,False,0.5623287671232875
C917,0,0,2024-11-27T04:57:51.632Z,True,False,False,False,False,False,0.6335616438356164
C918,1,1,2024-11-27T04:57:51.634Z,False,False,False,False,False,True,0.32739726027397253
C919,0,0,2024-11-27T04:57:51.635Z,False,False,False,True,False,False,0.4746575342465753
C920,0,1,2024-11-27T04:57:51.637Z,False,False,False,False,False,True,0.8041095890410959
C921,0,0,2024-11-27T04:57:51.638Z,False,False,False,False,False,True,0.45342465753424643
C922,0,0,2024-11-27T04:57:51.640Z,False,True,False,False,False,False,0.9650684931506848
C923,1,0,2024-11-27T04:57:51.642Z,False,False,False,False,False,True,0.8924657534246574
C924,1,1,2024-11-27T04:57:51.646Z,False,True,False,False,False,False,0.6013698630136985
C925,1,0,2024-11-27T04:57:51.649Z,False,False,True,False,False,False,0.4452054794520548
C926,1,1,2024-11-27T04:57:51.652Z,False,False,True,False,False,False,0.5383561643835615
C927,1,0,2024-11-27T04:57:51.654Z,False,False,False,True,False,False,0.9390410958904107
C928,0,1,2024-11-27T04:57:51.663Z,False,False,False,False,False,True,0.4821917808219178
C929,1,1,2024-11-27T04:57:51.671Z,False,False,False,False,False,True,0.5506849315068492
C930,0,0,2024-11-27T04:57:51.675Z,False,True,False,False,False,False,0.3486301369863012
C931,0,0,2024-11-27T04:57:51.684Z,False,False,True,False,False,False,0.8828767123287671
C932,1,1,2024-11-27T04:57:51.692Z,False,True,False,False,False,False,0.7952054794520547
C933,1,0,2024-11-27T04:57:51.698Z,False,False,False,False,False,True,0.021232876712328652
C934,1,0,2024-11-27T04:57:51.700Z,False,True,False,False,False,False,0.2917808219178082
C935,0,0,2024-11-27T04:57:51.702Z,False,False,True,False,False,False,0.51986301369863
C936,0,1,2024-11-27T04:57:51.703Z,False,False,False,False,False,True,0.6479452054794519
C937,0,0,2024-11-27T04:57:51.705Z,False,True,False,False,False,False,0.3664383561643836
C938,1,0,2024-11-27T04:57:51.706Z,True,False,False,False,False,False,0.8383561643835615
C939,1,0,2024-11-27T04:57:51.708Z,False,False,False,True,False,False,0.5020547945205478
C940,0,1,2024-11-27T04:57:51.710Z,False,True,False,False,False,False,0.582876712328767
C941,1,1,2024-11-27T04:57:51.711Z,True,False,False,False,False,False,0.28698630136986303
C942,0,0,2024-11-27T04:57:51.713Z,False,False,False,False,False,True,0.8575342465753426
C943,1,1,2024-11-27T04:57:51.714Z,False,False,False,False,True,False,0.665068493150685
C944,1,1,2024-11-27T04:57:51.716Z,False,False,True,False,False,False,0.7212328767123286
C945,1,1,2024-11-27T04:57:51.717Z,False,False,False,False,False,True,0.19109589041095876
C946,1,0,2024-11-27T04:57:51.727Z,False,False,True,False,False,False,0.6164383561643836
C947,0,1,2024-11-27T04:57:51.731Z,False,False,False,False,False,True,0.7883561643835617
C948,0,1,2024-11-27T04:57:51.734Z,True,False,False,False,False,False,0.9472602739726028
C949,1,0,2024-11-27T04:57:51.742Z,False,False,False,True,False,False,0.005479452054794498
C950,1,1,2024-11-27T04:57:51.746Z,False,False,True,False,False,False,0.8739726027397259
C951,0,1,2024-11-27T04:57:51.749Z,False,False,False,False,False,True,0.6061643835616437
C952,1,0,2024-11-27T04:57:51.754Z,False,False,False,True,False,False,0.46301369863013697
C953,0,0,2024-11-27T04:57:51.758Z,False,False,False,True,False,False,0.7753424657534245
C954,0,0,2024-11-27T04:57:51.761Z,False,False,True,False,False,False,0.5404109589041095
C955,0,1,2024-11-27T04:57:51.765Z,False,True,False,False,False,False,0.4383561643835616
C956,0,0,2024-11-27T04:57:51.769Z,False,False,True,False,False,False,0.0547945205479452
C957,1,0,2024-11-27T04:57:51.772Z,False,False,True,False,False,False,0.2595890410958903
C958,0,1,2024-11-27T04:57:51.775Z,True,False,False,False,False,False,0.7465753424657533
C959,1,0,2024-11-27T04:57:51.776Z,True,False,False,False,False,False,0.2102739726027396
C960,1,1,2024-11-27T04:57:51.778Z,False,False,False,False,True,False,0.13972602739726026
C961,0,0,2024-11-27T04:57:51.780Z,False,False,False,False,False,True,0.45342465753424643
C962,0,0,2024-11-27T04:57:51.781Z,False,False,False,True,False,False,0.6869863013698629
C963,1,1,2024-11-27T04:57:51.783Z,False,False,False,False,False,True,0.9089041095890411
C964,1,1,2024-11-27T04:57:51.784Z,True,False,False,False,False,False,0.5835616438356164
C965,0,0,2024-11-27T04:57:51.786Z,False,False,True,False,False,False,0.03287671232876699
C966,1,1,2024-11-27T04:57:51.788Z,False,False,False,False,False,True,0.7308219178082191
C967,0,1,2024-11-27T04:57:51.790Z,False,False,False,True,False,False,0.3849315068493151
C968,0,0,2024-11-27T04:57:51.792Z,False,False,False,False,False,True,0.9458904109589041
C969,1,0,2024-11-27T04:57:51.793Z,True,False,False,False,False,False,0.5712328767123287
C970,1,0,2024-11-27T04:57:51.795Z,False,False,False,False,False,True,0.9726027397260273
C971,0,0,2024-11-27T04:57:51.797Z,False,False,False,False,False,True,0.07739726027397253
C972,0,1,2024-11-27T04:57:51.798Z,False,False,False,True,False,False,0.8760273972602741
C973,1,1,2024-11-27T04:57:51.800Z,True,False,False,False,False,False,0.8691780821917807
C974,1,0,2024-11-27T04:57:51.802Z,False,False,False,False,False,True,0.3835616438356164
C975,1,0,2024-11-27T04:57:51.804Z,True,False,False,False,False,False,0.8979452054794521
C976,0,1,2024-11-27T04:57:51.806Z,False,True,False,False,False,False,0.8486301369863014
C977,0,0,2024-11-27T04:57:51.810Z,False,False,False,True,False,False,0.2684931506849315
C978,1,1,2024-11-27T04:57:51.812Z,False,False,False,True,False,False,0.2226027397260273
C979,1,1,2024-11-27T04:57:51.814Z,False,True,False,False,False,False,0.9260273972602739
C980,1,1,2024-11-27T04:57:51.815Z,False,False,False,False,False,True,0.42465753424657526
C981,0,0,2024-11-27T04:57:51.817Z,False,False,False,False,False,True,0.42465753424657526
C982,0,1,2024-11-27T04:57:51.818Z,False,False,False,True,False,False,0.5780821917808219
C983,0,0,2024-11-27T04:57:51.820Z,False,True,False,False,False,False,0.8116438356164384
C984,1,1,2024-11-27T04:57:51.822Z,False,False,False,False,False,True,0.8410958904109589
C985,1,0,2024-11-27T04:57:51.823Z,False,False,False,False,False,True,0.5493150684931507
C986,0,1,2024-11-27T04:57:51.824Z,False,False,False,False,True,False,0.5534246575342465
C987,1,1,2024-11-27T04:57:51.835Z,False,False,False,False,True,False,0.20753424657534247
C988,0,1,2024-11-27T04:57:51.842Z,False,True,False,False,False,False,0.6945205479452055
C989,0,1,2024-11-27T04:57:51.850Z,False,False,True,False,False,False,0.017808219178082174
C990,0,0,2024-11-27T04:57:51.852Z,False,False,False,False,True,False,0.0513698630136985
C991,1,0,2024-11-27T04:57:51.862Z,False,False,True,False,False,False,0.271917808219178
C992,0,1,2024-11-27T04:57:51.866Z,False,False,False,True,False,False,0.16164383561643825
C993,1,0,2024-11-27T04:57:51.868Z,False,False,False,False,False,False,0.08835616438356153
C994,0,0,2024-11-27T04:57:51.870Z,False,False,False,False,False,True,0.33904109589041087
C995,1,1,2024-11-27T04:57:51.872Z,True,False,False,False,False,False,0.46780821917808213
C996,0,1,2024-11-27T04:57:51.875Z,False,True,False,False,False,False,0.40821917808219177
C997,0,1,2024-11-27T04:57:51.877Z,True,False,False,False,False,False,0.8719178082191781
C998,0,0,2024-11-27T04:57:51.879Z,False,False,False,False,True,False,0.27328767123287667
C999,1,1,2024-11-27T04:57:51.882Z,False,False,False,False,True,False,0.4787671232876711
C1000,1,0,2024-11-27T04:57:51.884Z,False,False,False,False,False,True,0.8294520547945203
C1001,0,0,2024-11-27T04:57:51.908Z,False,False,False,False,False,True,0.06164383561643838
C1002,0,1,2024-11-27T04:57:51.918Z,False,False,False,False,True,False,0.7041095890410958
C1003,1,0,2024-11-27T04:57:51.923Z,False,True,False,False,False,False,0.8753424657534246
C1004,0,1,2024-11-27T04:57:51.931Z,False,True,False,False,False,False,0.6869863013698629
C1005,1,1,2024-11-27T04:57:51.933Z,False,False,True,False,False,False,0.7773972602739727
C1006,1,0,2024-11-27T04:57:51.935Z,False,True,False,False,False,False,0.021917808219177992
C1007,0,0,2024-11-27T04:57:51.936Z,False,False,False,True,False,False,0.5287671232876712
C1008,1,0,2024-11-27T04:57:51.937Z,False,False,True,False,False,False,0.7342465753424656
C1009,1,1,2024-11-27T04:57:51.939Z,False,False,False,False,False,True,0.4876712328767123
C1010,1,1,2024-11-27T04:57:51.940Z,False,True,False,False,False,False,0.8136986301369862
C1011,1,0,2024-11-27T04:57:51.942Z,False,False,False,False,False,True,0.8952054794520548
C1012,0,1,2024-11-27T04:57:51.943Z,False,False,True,False,False,False,0.8226027397260274
C1013,1,0,2024-11-27T04:57:51.945Z,False,False,False,False,False,True,0.46095890410958895
C1014,0,0,2024-11-27T04:57:51.947Z,False,False,False,False,True,False,0.18219178082191778
C1015,1,1,2024-11-27T04:57:51.948Z,False,False,False,False,True,False,0.3828767123287671
C1016,0,0,2024-11-27T04:57:51.950Z,False,True,False,False,False,False,0.1897260273972603
C1017,1,1,2024-11-27T04:57:51.952Z,False,False,False,True,False,False,0.6109589041095889
C1018,0,1,2024-11-27T04:57:51.954Z,False,False,False,False,False,False,0.8054794520547945
C1019,1,1,2024-11-27T04:57:51.956Z,False,False,False,False,True,False,0.6643835616438356
C1020,0,0,2024-11-27T04:57:51.958Z,False,False,False,False,True,False,0.8739726027397259
C1021,1,0,2024-11-27T04:57:51.959Z,False,False,False,False,False,True,0.6554794520547944
C1022,0,0,2024-11-27T04:57:51.961Z,False,False,False,False,False,True,0.040410958904109506
C1023,0,1,2024-11-27T04:57:51.963Z,True,False,False,False,False,False,0.5979452054794521
C1024,1,0,2024-11-27T04:57:51.965Z,False,False,True,False,False,False,0.020547945205479312
C1025,1,0,2024-11-27T04:57:51.967Z,False,False,False,False,False,True,0.7246575342465753
C1026,0,1,2024-11-27T04:57:51.969Z,False,False,True,False,False,False,0.19657534246575326
C1027,1,0,2024-11-27T04:57:51.970Z,False,False,True,False,False,False,0.4397260273972603
C1028,1,0,2024-11-27T04:57:51.972Z,False,True,False,False,False,False,0.9226027397260275
C1029,1,1,2024-11-27T04:57:51.973Z,False,False,False,False,True,False,0.17671232876712328
C1030,1,0,2024-11-27T04:57:51.976Z,False,False,False,False,False,True,0.6143835616438356
C1031,1,1,2024-11-27T04:57:51.978Z,False,False,False,True,False,False,0.8760273972602741
C1032,1,0,2024-11-27T04:57:51.979Z,True,False,False,False,False,False,0.3013698630136985
C1033,0,1,2024-11-27T04:57:51.981Z,False,False,False,False,False,True,0.9232876712328766
C1034,1,1,2024-11-27T04:57:51.983Z,False,False,False,False,True,False,0.2999999999999998
C1035,0,1,2024-11-27T04:57:51.984Z,False,False,False,False,False,True,0.75
